"CODICE STABILIMENTO","Anno","Codice Regione","Descrizione Regione","Codice Azienda","Denominazione Azienda","Codice USL territoriale","Codice struttura","Denominazione struttura","Tipo struttura","Strutture di ricovero.Partita IVA","Descrizione tipo struttura","Tipo IRCCS/A.O. Univ. e Policlinico","Tipo casa di cura","Strutture di ricovero.Attività riabilitazione","Strutture di ricovero.Attività day surgery","Strutture di ricovero.Attività pediatrica","Subcodice","Denominazione","Stabilimenti.Partita IVA","Stabilimenti.Attività day surgery","Stabilimenti.Attività pediatrica","Stabilimenti.Attività riabilitazione","Giorno apertura","Mese apertura","Anno apertura","Giorno chiusura","Mese chiusura","Anno chiusura","Indirizzo","CAP","Codice Comune","Comune","Sigla provincia","Nome provincia","Diagnostica per immagini","Dipartimento emergenza","Centro trasfusionale","Oncologia medica","Pronto soccorso","Pronto soccorso pediatrico","Radioterapia","Servizio rianimazione","Servizio dialisi","Sale operatorie stab.","Posti camere iperbariche stab.","Incubatrici stab.","Culle stab.","ClassificazioneStruttura","chiave stabilimento","Codice disciplina","Descrizione disciplina","Progressivo divisione","Mese apertura (right)","Anno apertura (right)","Mese chiusura (right)","Anno chiusura (right)","Denominazione (right)","Totale posti degenza","Day hospital","Day surgery","Totale posti","Denominazione finale"
1090904,2019,"010","PIEMONTE             ","909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","301","010909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA ","02","10771180014","AZIENDA OSPEDALIERO-UNIVERSITARIA E POLICLINICO","2",,,,,"04","OSPEDALE CENTRO TRAUMATOLOGICO ORTOPEDIC","10771180014",,,,1,7,2012,0,0,0,"VIA ZURETTI GIANFRANCO 29               ","10126","001272","TORINO                                  ","TO","TORINO                        ","X",2,,,"X",,"X","X",,15,0,0,0,"SSN","01090904","75","NEURO-RIABILITAZIONE                    ","02","07","2012","00","0000","OSPEDALE CENTRO TRAUMATOLOGICO ORTOPEDIC",12,2,0,14,"OSPEDALE CENTRO TRAUMATOLOGICO ORTOPEDIC"
1090904,2019,"010","PIEMONTE             ","909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","301","010909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA ","02","10771180014","AZIENDA OSPEDALIERO-UNIVERSITARIA E POLICLINICO","2",,,,,"04","OSPEDALE CENTRO TRAUMATOLOGICO ORTOPEDIC","10771180014",,,,1,7,2012,0,0,0,"VIA ZURETTI GIANFRANCO 29               ","10126","001272","TORINO                                  ","TO","TORINO                        ","X",2,,,"X",,"X","X",,15,0,0,0,"SSN","01090904","98","DAY SURGERY","04","07","2012","00","0000","OSPEDALE CENTRO TRAUMATOLOGICO ORTOPEDIC",0,0,36,36,"OSPEDALE CENTRO TRAUMATOLOGICO ORTOPEDIC"
1090906,2019,"010","PIEMONTE             ","909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","301","010909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA ","02","10771180014","AZIENDA OSPEDALIERO-UNIVERSITARIA E POLICLINICO","2",,,,,"06","OSPEDALE OSTETRICO GINECOLOGICO SANT'ANN","10771180014",,,,1,7,2012,0,0,0,"CORSO SPEZIA 60                         ","10126","001272","TORINO                                  ","TO","TORINO                        ","X",2,"X","X","X",,"X","X",,8,0,40,110,"SSN","01090906","09","CHIRURGIA GENERALE                      ","66","07","2012","00","0000","OSPEDALE OSTETRICO GINECOLOGICO SANT'ANN",6,0,2,8,"OSPEDALE OSTETRICO GINECOLOGICO SANT'ANN"
1090906,2019,"010","PIEMONTE             ","909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","301","010909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA ","02","10771180014","AZIENDA OSPEDALIERO-UNIVERSITARIA E POLICLINICO","2",,,,,"06","OSPEDALE OSTETRICO GINECOLOGICO SANT'ANN","10771180014",,,,1,7,2012,0,0,0,"CORSO SPEZIA 60                         ","10126","001272","TORINO                                  ","TO","TORINO                        ","X",2,"X","X","X",,"X","X",,8,0,40,110,"SSN","01090906","31","NIDO                                    ","01","07","2012","00","0000","OSPEDALE OSTETRICO GINECOLOGICO SANT'ANN",45,0,0,45,"OSPEDALE OSTETRICO GINECOLOGICO SANT'ANN"
1090906,2019,"010","PIEMONTE             ","909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","301","010909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA ","02","10771180014","AZIENDA OSPEDALIERO-UNIVERSITARIA E POLICLINICO","2",,,,,"06","OSPEDALE OSTETRICO GINECOLOGICO SANT'ANN","10771180014",,,,1,7,2012,0,0,0,"CORSO SPEZIA 60                         ","10126","001272","TORINO                                  ","TO","TORINO                        ","X",2,"X","X","X",,"X","X",,8,0,40,110,"SSN","01090906","31","NIDO                                    ","02","07","2012","00","0000","OSPEDALE OSTETRICO GINECOLOGICO SANT'ANN",49,0,0,49,"OSPEDALE OSTETRICO GINECOLOGICO SANT'ANN"
1090906,2019,"010","PIEMONTE             ","909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","301","010909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA ","02","10771180014","AZIENDA OSPEDALIERO-UNIVERSITARIA E POLICLINICO","2",,,,,"06","OSPEDALE OSTETRICO GINECOLOGICO SANT'ANN","10771180014",,,,1,7,2012,0,0,0,"CORSO SPEZIA 60                         ","10126","001272","TORINO                                  ","TO","TORINO                        ","X",2,"X","X","X",,"X","X",,8,0,40,110,"SSN","01090906","37","OSTETRICIA E GINECOLOGIA                ","01","07","2012","00","0000","OSPEDALE OSTETRICO GINECOLOGICO SANT'ANN",53,2,2,57,"OSPEDALE OSTETRICO GINECOLOGICO SANT'ANN"
1090906,2019,"010","PIEMONTE             ","909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","301","010909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA ","02","10771180014","AZIENDA OSPEDALIERO-UNIVERSITARIA E POLICLINICO","2",,,,,"06","OSPEDALE OSTETRICO GINECOLOGICO SANT'ANN","10771180014",,,,1,7,2012,0,0,0,"CORSO SPEZIA 60                         ","10126","001272","TORINO                                  ","TO","TORINO                        ","X",2,"X","X","X",,"X","X",,8,0,40,110,"SSN","01090906","37","OSTETRICIA E GINECOLOGIA                ","02","07","2012","00","0000","OSPEDALE OSTETRICO GINECOLOGICO SANT'ANN",53,3,1,57,"OSPEDALE OSTETRICO GINECOLOGICO SANT'ANN"
1090906,2019,"010","PIEMONTE             ","909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","301","010909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA ","02","10771180014","AZIENDA OSPEDALIERO-UNIVERSITARIA E POLICLINICO","2",,,,,"06","OSPEDALE OSTETRICO GINECOLOGICO SANT'ANN","10771180014",,,,1,7,2012,0,0,0,"CORSO SPEZIA 60                         ","10126","001272","TORINO                                  ","TO","TORINO                        ","X",2,"X","X","X",,"X","X",,8,0,40,110,"SSN","01090906","37","OSTETRICIA E GINECOLOGIA                ","06","07","2012","00","0000","OSPEDALE OSTETRICO GINECOLOGICO SANT'ANN",53,2,2,57,"OSPEDALE OSTETRICO GINECOLOGICO SANT'ANN"
1090906,2019,"010","PIEMONTE             ","909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","301","010909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA ","02","10771180014","AZIENDA OSPEDALIERO-UNIVERSITARIA E POLICLINICO","2",,,,,"06","OSPEDALE OSTETRICO GINECOLOGICO SANT'ANN","10771180014",,,,1,7,2012,0,0,0,"CORSO SPEZIA 60                         ","10126","001272","TORINO                                  ","TO","TORINO                        ","X",2,"X","X","X",,"X","X",,8,0,40,110,"SSN","01090906","37","OSTETRICIA E GINECOLOGIA                ","07","07","2012","00","0000","OSPEDALE OSTETRICO GINECOLOGICO SANT'ANN",0,0,18,18,"OSPEDALE OSTETRICO GINECOLOGICO SANT'ANN"
1090906,2019,"010","PIEMONTE             ","909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","301","010909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA ","02","10771180014","AZIENDA OSPEDALIERO-UNIVERSITARIA E POLICLINICO","2",,,,,"06","OSPEDALE OSTETRICO GINECOLOGICO SANT'ANN","10771180014",,,,1,7,2012,0,0,0,"CORSO SPEZIA 60                         ","10126","001272","TORINO                                  ","TO","TORINO                        ","X",2,"X","X","X",,"X","X",,8,0,40,110,"SSN","01090906","37","OSTETRICIA E GINECOLOGIA                ","10","07","2012","00","0000","OSPEDALE OSTETRICO GINECOLOGICO SANT'ANN",53,2,2,57,"OSPEDALE OSTETRICO GINECOLOGICO SANT'ANN"
1090906,2019,"010","PIEMONTE             ","909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","301","010909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA ","02","10771180014","AZIENDA OSPEDALIERO-UNIVERSITARIA E POLICLINICO","2",,,,,"06","OSPEDALE OSTETRICO GINECOLOGICO SANT'ANN","10771180014",,,,1,7,2012,0,0,0,"CORSO SPEZIA 60                         ","10126","001272","TORINO                                  ","TO","TORINO                        ","X",2,"X","X","X",,"X","X",,8,0,40,110,"SSN","01090906","37","OSTETRICIA E GINECOLOGIA                ","26","07","2012","00","0000","OSPEDALE OSTETRICO GINECOLOGICO SANT'ANN",4,0,3,7,"OSPEDALE OSTETRICO GINECOLOGICO SANT'ANN"
1090906,2019,"010","PIEMONTE             ","909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","301","010909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA ","02","10771180014","AZIENDA OSPEDALIERO-UNIVERSITARIA E POLICLINICO","2",,,,,"06","OSPEDALE OSTETRICO GINECOLOGICO SANT'ANN","10771180014",,,,1,7,2012,0,0,0,"CORSO SPEZIA 60                         ","10126","001272","TORINO                                  ","TO","TORINO                        ","X",2,"X","X","X",,"X","X",,8,0,40,110,"SSN","01090906","49","TERAPIA INTENSIVA                       ","12","07","2012","00","0000","OSPEDALE OSTETRICO GINECOLOGICO SANT'ANN",5,0,0,5,"OSPEDALE OSTETRICO GINECOLOGICO SANT'ANN"
1090906,2019,"010","PIEMONTE             ","909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","301","010909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA ","02","10771180014","AZIENDA OSPEDALIERO-UNIVERSITARIA E POLICLINICO","2",,,,,"06","OSPEDALE OSTETRICO GINECOLOGICO SANT'ANN","10771180014",,,,1,7,2012,0,0,0,"CORSO SPEZIA 60                         ","10126","001272","TORINO                                  ","TO","TORINO                        ","X",2,"X","X","X",,"X","X",,8,0,40,110,"SSN","01090906","62","NEONATOLOGIA                            ","01","07","2012","00","0000","OSPEDALE OSTETRICO GINECOLOGICO SANT'ANN",20,1,0,21,"OSPEDALE OSTETRICO GINECOLOGICO SANT'ANN"
1090906,2019,"010","PIEMONTE             ","909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","301","010909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA ","02","10771180014","AZIENDA OSPEDALIERO-UNIVERSITARIA E POLICLINICO","2",,,,,"06","OSPEDALE OSTETRICO GINECOLOGICO SANT'ANN","10771180014",,,,1,7,2012,0,0,0,"CORSO SPEZIA 60                         ","10126","001272","TORINO                                  ","TO","TORINO                        ","X",2,"X","X","X",,"X","X",,8,0,40,110,"SSN","01090906","62","NEONATOLOGIA                            ","02","07","2012","00","0000","OSPEDALE OSTETRICO GINECOLOGICO SANT'ANN",25,1,0,26,"OSPEDALE OSTETRICO GINECOLOGICO SANT'ANN"
1090906,2019,"010","PIEMONTE             ","909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","301","010909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA ","02","10771180014","AZIENDA OSPEDALIERO-UNIVERSITARIA E POLICLINICO","2",,,,,"06","OSPEDALE OSTETRICO GINECOLOGICO SANT'ANN","10771180014",,,,1,7,2012,0,0,0,"CORSO SPEZIA 60                         ","10126","001272","TORINO                                  ","TO","TORINO                        ","X",2,"X","X","X",,"X","X",,8,0,40,110,"SSN","01090906","64","ONCOLOGIA                               ","01","07","2012","00","0000","OSPEDALE OSTETRICO GINECOLOGICO SANT'ANN",0,14,0,14,"OSPEDALE OSTETRICO GINECOLOGICO SANT'ANN"
1090906,2019,"010","PIEMONTE             ","909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","301","010909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA ","02","10771180014","AZIENDA OSPEDALIERO-UNIVERSITARIA E POLICLINICO","2",,,,,"06","OSPEDALE OSTETRICO GINECOLOGICO SANT'ANN","10771180014",,,,1,7,2012,0,0,0,"CORSO SPEZIA 60                         ","10126","001272","TORINO                                  ","TO","TORINO                        ","X",2,"X","X","X",,"X","X",,8,0,40,110,"SSN","01090906","67","PENSIONANTI                             ","09","07","2012","00","0000","OSPEDALE OSTETRICO GINECOLOGICO SANT'ANN",5,1,0,6,"OSPEDALE OSTETRICO GINECOLOGICO SANT'ANN"
1090906,2019,"010","PIEMONTE             ","909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","301","010909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA ","02","10771180014","AZIENDA OSPEDALIERO-UNIVERSITARIA E POLICLINICO","2",,,,,"06","OSPEDALE OSTETRICO GINECOLOGICO SANT'ANN","10771180014",,,,1,7,2012,0,0,0,"CORSO SPEZIA 60                         ","10126","001272","TORINO                                  ","TO","TORINO                        ","X",2,"X","X","X",,"X","X",,8,0,40,110,"SSN","01090906","73","TERAPIA INTENSIVA NEONATALE             ","01","07","2012","00","0000","OSPEDALE OSTETRICO GINECOLOGICO SANT'ANN",10,0,0,10,"OSPEDALE OSTETRICO GINECOLOGICO SANT'ANN"
1090906,2019,"010","PIEMONTE             ","909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","301","010909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA ","02","10771180014","AZIENDA OSPEDALIERO-UNIVERSITARIA E POLICLINICO","2",,,,,"06","OSPEDALE OSTETRICO GINECOLOGICO SANT'ANN","10771180014",,,,1,7,2012,0,0,0,"CORSO SPEZIA 60                         ","10126","001272","TORINO                                  ","TO","TORINO                        ","X",2,"X","X","X",,"X","X",,8,0,40,110,"SSN","01090906","73","TERAPIA INTENSIVA NEONATALE             ","02","07","2012","00","0000","OSPEDALE OSTETRICO GINECOLOGICO SANT'ANN",8,0,0,8,"OSPEDALE OSTETRICO GINECOLOGICO SANT'ANN"
1090907,2019,"010","PIEMONTE             ","909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","301","010909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA ","02","10771180014","AZIENDA OSPEDALIERO-UNIVERSITARIA E POLICLINICO","2",,,,,"07","OSPEDALE INFANTILE REGINA MARGHERITA    ","10771180014",,"X",,1,7,2012,0,0,0,"PIAZZA POLONIA 94                       ","10126","001272","TORINO                                  ","TO","TORINO                        ","X",2,"X","X","X","X","X","X","X",6,0,15,0,"SSN","01090907","06","CARDIOCHIRURGIA PEDIATRICA              ","01","07","2012","00","0000","OSPEDALE INFANTILE REGINA MARGHERITA    ",6,0,1,7,"OSPEDALE INFANTILE REGINA MARGHERITA"
1090907,2019,"010","PIEMONTE             ","909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","301","010909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA ","02","10771180014","AZIENDA OSPEDALIERO-UNIVERSITARIA E POLICLINICO","2",,,,,"07","OSPEDALE INFANTILE REGINA MARGHERITA    ","10771180014",,"X",,1,7,2012,0,0,0,"PIAZZA POLONIA 94                       ","10126","001272","TORINO                                  ","TO","TORINO                        ","X",2,"X","X","X","X","X","X","X",6,0,15,0,"SSN","01090907","08","CARDIOLOGIA                             ","04","07","2012","00","0000","OSPEDALE INFANTILE REGINA MARGHERITA    ",5,1,0,6,"OSPEDALE INFANTILE REGINA MARGHERITA"
1090907,2019,"010","PIEMONTE             ","909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","301","010909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA ","02","10771180014","AZIENDA OSPEDALIERO-UNIVERSITARIA E POLICLINICO","2",,,,,"07","OSPEDALE INFANTILE REGINA MARGHERITA    ","10771180014",,"X",,1,7,2012,0,0,0,"PIAZZA POLONIA 94                       ","10126","001272","TORINO                                  ","TO","TORINO                        ","X",2,"X","X","X","X","X","X","X",6,0,15,0,"SSN","01090907","11","CHIRURGIA PEDIATRICA                    ","01","07","2012","00","0000","OSPEDALE INFANTILE REGINA MARGHERITA    ",14,0,1,15,"OSPEDALE INFANTILE REGINA MARGHERITA"
1090907,2019,"010","PIEMONTE             ","909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","301","010909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA ","02","10771180014","AZIENDA OSPEDALIERO-UNIVERSITARIA E POLICLINICO","2",,,,,"07","OSPEDALE INFANTILE REGINA MARGHERITA    ","10771180014",,"X",,1,7,2012,0,0,0,"PIAZZA POLONIA 94                       ","10126","001272","TORINO                                  ","TO","TORINO                        ","X",2,"X","X","X","X","X","X","X",6,0,15,0,"SSN","01090907","11","CHIRURGIA PEDIATRICA                    ","03","07","2012","00","0000","OSPEDALE INFANTILE REGINA MARGHERITA    ",1,0,0,1,"OSPEDALE INFANTILE REGINA MARGHERITA"
1090907,2019,"010","PIEMONTE             ","909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","301","010909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA ","02","10771180014","AZIENDA OSPEDALIERO-UNIVERSITARIA E POLICLINICO","2",,,,,"07","OSPEDALE INFANTILE REGINA MARGHERITA    ","10771180014",,"X",,1,7,2012,0,0,0,"PIAZZA POLONIA 94                       ","10126","001272","TORINO                                  ","TO","TORINO                        ","X",2,"X","X","X","X","X","X","X",6,0,15,0,"SSN","01090907","19","MALATTIE ENDOCRINE DEL RICAMBIO E NUTRIZ","07","07","2012","00","0000","OSPEDALE INFANTILE REGINA MARGHERITA    ",3,5,0,8,"OSPEDALE INFANTILE REGINA MARGHERITA"
1090907,2019,"010","PIEMONTE             ","909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","301","010909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA ","02","10771180014","AZIENDA OSPEDALIERO-UNIVERSITARIA E POLICLINICO","2",,,,,"07","OSPEDALE INFANTILE REGINA MARGHERITA    ","10771180014",,"X",,1,7,2012,0,0,0,"PIAZZA POLONIA 94                       ","10126","001272","TORINO                                  ","TO","TORINO                        ","X",2,"X","X","X","X","X","X","X",6,0,15,0,"SSN","01090907","33","NEUROPSICHIATRIA INFANTILE              ","01","07","2012","00","0000","OSPEDALE INFANTILE REGINA MARGHERITA    ",22,7,0,29,"OSPEDALE INFANTILE REGINA MARGHERITA"
1090907,2019,"010","PIEMONTE             ","909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","301","010909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA ","02","10771180014","AZIENDA OSPEDALIERO-UNIVERSITARIA E POLICLINICO","2",,,,,"07","OSPEDALE INFANTILE REGINA MARGHERITA    ","10771180014",,"X",,1,7,2012,0,0,0,"PIAZZA POLONIA 94                       ","10126","001272","TORINO                                  ","TO","TORINO                        ","X",2,"X","X","X","X","X","X","X",6,0,15,0,"SSN","01090907","36","ORTOPEDIA E TRAUMATOLOGIA               ","03","07","2012","00","0000","OSPEDALE INFANTILE REGINA MARGHERITA    ",4,0,1,5,"OSPEDALE INFANTILE REGINA MARGHERITA"
1090907,2019,"010","PIEMONTE             ","909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","301","010909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA ","02","10771180014","AZIENDA OSPEDALIERO-UNIVERSITARIA E POLICLINICO","2",,,,,"07","OSPEDALE INFANTILE REGINA MARGHERITA    ","10771180014",,"X",,1,7,2012,0,0,0,"PIAZZA POLONIA 94                       ","10126","001272","TORINO                                  ","TO","TORINO                        ","X",2,"X","X","X","X","X","X","X",6,0,15,0,"SSN","01090907","38","OTORINOLARINGOIATRIA                    ","04","07","2012","00","0000","OSPEDALE INFANTILE REGINA MARGHERITA    ",3,0,1,4,"OSPEDALE INFANTILE REGINA MARGHERITA"
1090907,2019,"010","PIEMONTE             ","909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","301","010909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA ","02","10771180014","AZIENDA OSPEDALIERO-UNIVERSITARIA E POLICLINICO","2",,,,,"07","OSPEDALE INFANTILE REGINA MARGHERITA    ","10771180014",,"X",,1,7,2012,0,0,0,"PIAZZA POLONIA 94                       ","10126","001272","TORINO                                  ","TO","TORINO                        ","X",2,"X","X","X","X","X","X","X",6,0,15,0,"SSN","01090907","39","PEDIATRIA                               ","01","07","2012","00","0000","OSPEDALE INFANTILE REGINA MARGHERITA    ",17,1,0,18,"OSPEDALE INFANTILE REGINA MARGHERITA"
1090907,2019,"010","PIEMONTE             ","909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","301","010909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA ","02","10771180014","AZIENDA OSPEDALIERO-UNIVERSITARIA E POLICLINICO","2",,,,,"07","OSPEDALE INFANTILE REGINA MARGHERITA    ","10771180014",,"X",,1,7,2012,0,0,0,"PIAZZA POLONIA 94                       ","10126","001272","TORINO                                  ","TO","TORINO                        ","X",2,"X","X","X","X","X","X","X",6,0,15,0,"SSN","01090907","39","PEDIATRIA                               ","15","07","2012","00","0000","OSPEDALE INFANTILE REGINA MARGHERITA    ",19,6,0,25,"OSPEDALE INFANTILE REGINA MARGHERITA"
1090907,2019,"010","PIEMONTE             ","909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","301","010909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA ","02","10771180014","AZIENDA OSPEDALIERO-UNIVERSITARIA E POLICLINICO","2",,,,,"07","OSPEDALE INFANTILE REGINA MARGHERITA    ","10771180014",,"X",,1,7,2012,0,0,0,"PIAZZA POLONIA 94                       ","10126","001272","TORINO                                  ","TO","TORINO                        ","X",2,"X","X","X","X","X","X","X",6,0,15,0,"SSN","01090907","39","PEDIATRIA                               ","16","07","2012","00","0000","OSPEDALE INFANTILE REGINA MARGHERITA    ",18,3,0,21,"OSPEDALE INFANTILE REGINA MARGHERITA"
1090907,2019,"010","PIEMONTE             ","909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","301","010909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA ","02","10771180014","AZIENDA OSPEDALIERO-UNIVERSITARIA E POLICLINICO","2",,,,,"07","OSPEDALE INFANTILE REGINA MARGHERITA    ","10771180014",,"X",,1,7,2012,0,0,0,"PIAZZA POLONIA 94                       ","10126","001272","TORINO                                  ","TO","TORINO                        ","X",2,"X","X","X","X","X","X","X",6,0,15,0,"SSN","01090907","49","TERAPIA INTENSIVA                       ","24","07","2012","00","0000","OSPEDALE INFANTILE REGINA MARGHERITA    ",10,0,0,10,"OSPEDALE INFANTILE REGINA MARGHERITA"
1090907,2019,"010","PIEMONTE             ","909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","301","010909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA ","02","10771180014","AZIENDA OSPEDALIERO-UNIVERSITARIA E POLICLINICO","2",,,,,"07","OSPEDALE INFANTILE REGINA MARGHERITA    ","10771180014",,"X",,1,7,2012,0,0,0,"PIAZZA POLONIA 94                       ","10126","001272","TORINO                                  ","TO","TORINO                        ","X",2,"X","X","X","X","X","X","X",6,0,15,0,"SSN","01090907","58","GASTROENTEROLOGIA                       ","02","07","2012","00","0000","OSPEDALE INFANTILE REGINA MARGHERITA    ",5,4,0,9,"OSPEDALE INFANTILE REGINA MARGHERITA"
1090907,2019,"010","PIEMONTE             ","909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","301","010909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA ","02","10771180014","AZIENDA OSPEDALIERO-UNIVERSITARIA E POLICLINICO","2",,,,,"07","OSPEDALE INFANTILE REGINA MARGHERITA    ","10771180014",,"X",,1,7,2012,0,0,0,"PIAZZA POLONIA 94                       ","10126","001272","TORINO                                  ","TO","TORINO                        ","X",2,"X","X","X","X","X","X","X",6,0,15,0,"SSN","01090907","62","NEONATOLOGIA                            ","03","07","2012","00","0000","OSPEDALE INFANTILE REGINA MARGHERITA    ",16,0,0,16,"OSPEDALE INFANTILE REGINA MARGHERITA"
1090907,2019,"010","PIEMONTE             ","909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","301","010909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA ","02","10771180014","AZIENDA OSPEDALIERO-UNIVERSITARIA E POLICLINICO","2",,,,,"07","OSPEDALE INFANTILE REGINA MARGHERITA    ","10771180014",,"X",,1,7,2012,0,0,0,"PIAZZA POLONIA 94                       ","10126","001272","TORINO                                  ","TO","TORINO                        ","X",2,"X","X","X","X","X","X","X",6,0,15,0,"SSN","01090907","65","ONCOEMATOLOGIA PEDIATRICA               ","01","07","2012","00","0000","OSPEDALE INFANTILE REGINA MARGHERITA    ",22,20,0,42,"OSPEDALE INFANTILE REGINA MARGHERITA"
1090907,2019,"010","PIEMONTE             ","909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","301","010909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA ","02","10771180014","AZIENDA OSPEDALIERO-UNIVERSITARIA E POLICLINICO","2",,,,,"07","OSPEDALE INFANTILE REGINA MARGHERITA    ","10771180014",,"X",,1,7,2012,0,0,0,"PIAZZA POLONIA 94                       ","10126","001272","TORINO                                  ","TO","TORINO                        ","X",2,"X","X","X","X","X","X","X",6,0,15,0,"SSN","01090907","67","PENSIONANTI                             ","03","07","2012","00","0000","OSPEDALE INFANTILE REGINA MARGHERITA    ",2,0,2,4,"OSPEDALE INFANTILE REGINA MARGHERITA"
1090907,2019,"010","PIEMONTE             ","909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","301","010909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA ","02","10771180014","AZIENDA OSPEDALIERO-UNIVERSITARIA E POLICLINICO","2",,,,,"07","OSPEDALE INFANTILE REGINA MARGHERITA    ","10771180014",,"X",,1,7,2012,0,0,0,"PIAZZA POLONIA 94                       ","10126","001272","TORINO                                  ","TO","TORINO                        ","X",2,"X","X","X","X","X","X","X",6,0,15,0,"SSN","01090907","68","PNEUMOLOGIA                             ","03","07","2012","00","0000","OSPEDALE INFANTILE REGINA MARGHERITA    ",13,1,0,14,"OSPEDALE INFANTILE REGINA MARGHERITA"
1090907,2019,"010","PIEMONTE             ","909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA","301","010909","AOU CITTA' DELLA SALUTE E DELLA SCIENZA ","02","10771180014","AZIENDA OSPEDALIERO-UNIVERSITARIA E POLICLINICO","2",,,,,"07","OSPEDALE INFANTILE REGINA MARGHERITA    ","10771180014",,"X",,1,7,2012,0,0,0,"PIAZZA POLONIA 94                       ","10126","001272","TORINO                                  ","TO","TORINO                        ","X",2,"X","X","X","X","X","X","X",6,0,15,0,"SSN","01090907","76","NEUROCHIRURGIA PEDIATRICA               ","01","07","2012","00","0000","OSPEDALE INFANTILE REGINA MARGHERITA    ",8,1,0,9,"OSPEDALE INFANTILE REGINA MARGHERITA"
